Date,Label,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2017-07-20,0,Breaking: Retail sector consumer spending slows,Breaking: Tech sector downgrades guidance,Breaking: Tech sector fed hawkish on rates,Breaking: Banking sector sell-off accelerates,Breaking: Tech sector misses revenue targets,Breaking: Tech sector plunges on weak earnings,Breaking: Tech sector plunges on weak earnings,Breaking: Energy sector faces regulatory probe,Breaking: Banking sector misses revenue targets,News: Treasury to announce results,Breaking: Tech sector inflation accelerates,Breaking: Energy sector fed hawkish on rates,Breaking: Tech sector fed hawkish on rates,News: SEC keeps rates unchanged,News: Treasury markets await data,Breaking: Tech sector inflation accelerates,Breaking: Retail sector faces regulatory probe,Breaking: Tech sector consumer spending slows,Breaking: Banking sector sell-off accelerates,News: Treasury releases meeting minutes,Breaking: Banking sector misses revenue targets,Breaking: Retail sector consumer spending slows,News: Fed trading volume light,Breaking: Energy sector plunges on weak earnings,News: Fed sector rotation observed
2017-07-21,0,Breaking: Energy sector inflation accelerates,Breaking: Tech sector sell-off accelerates,News: SEC to announce results,Breaking: Energy sector consumer spending slows,News: Treasury sector rotation observed,Breaking: Tech sector fed hawkish on rates,Breaking: Tech sector jobless claims rise,Breaking: Tech sector sell-off accelerates,News: SEC trading volume light,Breaking: Energy sector sell-off accelerates,Breaking: Tech sector downgrades guidance,Breaking: Retail sector downgrades guidance,News: Treasury markets await data,Breaking: Tech sector faces regulatory probe,Breaking: Banking sector misses revenue targets,News: Fed trading volume light,News: Treasury to announce results,News: ECB sector rotation observed,Breaking: Energy sector downgrades guidance,Breaking: Tech sector sell-off accelerates,News: Treasury sector rotation observed,Breaking: Energy sector misses revenue targets,News: Treasury releases meeting minutes,Breaking: Banking sector faces regulatory probe,Breaking: Banking sector jobless claims rise
2017-07-22,1,Market Update: Tech stock fed signals rate cuts,Market Update: Retail stock tech sector leads rally,News: SEC sector rotation observed,News: SEC trading volume light,News: ECB markets await data,Market Update: Energy stock surges to record highs,Market Update: Retail stock inflation data comes in lower,Market Update: Tech stock surges to record highs,News: SEC trading volume light,Market Update: Energy stock consumer confidence spikes,Market Update: Energy stock consumer confidence spikes,Market Update: Retail stock consumer confidence spikes,Market Update: Tech stock surges to record highs,Market Update: Energy stock inflation data comes in lower,News: Fed keeps rates unchanged,News: Treasury trading volume light,Market Update: Retail stock upgrades outlook,Market Update: Banking stock beats earnings estimates,Market Update: Energy stock secures major contract,Market Update: Banking stock consumer confidence spikes,Market Update: Retail stock consumer confidence spikes,News: SEC sector rotation observed,Market Update: Banking stock surges to record highs,Market Update: Tech stock beats earnings estimates,Market Update: Tech stock inflation data comes in lower
2017-07-23,1,Breaking: Banking sector plunges on weak earnings,Breaking: Energy sector downgrades guidance,Breaking: Tech sector jobless claims rise,Breaking: Tech sector faces regulatory probe,Breaking: Energy sector misses revenue targets,Breaking: Energy sector plunges on weak earnings,News: ECB releases meeting minutes,News: Fed releases meeting minutes,Breaking: Retail sector inflation accelerates,News: Fed releases meeting minutes,Breaking: Banking sector downgrades guidance,News: SEC to announce results,News: SEC keeps rates unchanged,News: ECB releases meeting minutes,News: Fed markets await data,News: Fed markets await data,Breaking: Retail sector faces regulatory probe,News: SEC releases meeting minutes,News: ECB keeps rates unchanged,Breaking: Retail sector faces regulatory probe,Breaking: Tech sector fed hawkish on rates,Breaking: Banking sector jobless claims rise,Breaking: Banking sector jobless claims rise,Breaking: Retail sector consumer spending slows,News: SEC sector rotation observed
2017-07-24,0,News: Fed trading volume light,News: SEC releases meeting minutes,News: ECB sector rotation observed,News: Treasury markets await data,News: ECB releases meeting minutes,News: Treasury to announce results,News: Treasury releases meeting minutes,News: Treasury sector rotation observed,News: Treasury markets await data,News: SEC keeps rates unchanged,News: SEC trading volume light,News: ECB markets await data,News: ECB releases meeting minutes,News: Fed sector rotation observed,News: Fed keeps rates unchanged,News: Treasury sector rotation observed,News: Fed releases meeting minutes,News: Fed releases meeting minutes,News: Treasury markets await data,News: SEC markets await data,News: Fed releases meeting minutes,News: SEC keeps rates unchanged,News: Treasury releases meeting minutes,News: Fed markets await data,News: SEC keeps rates unchanged
2017-07-25,0,Market Update: Retail stock secures major contract,Market Update: Tech stock consumer confidence spikes,News: Treasury releases meeting minutes,News: ECB keeps rates unchanged,Market Update: Banking stock beats earnings estimates,Market Update: Retail stock beats earnings estimates,Market Update: Banking stock inflation data comes in lower,News: SEC trading volume light,Market Update: Banking stock secures major contract,Market Update: Tech stock beats earnings estimates,Market Update: Retail stock consumer confidence spikes,Market Update: Energy stock tech sector leads rally,Market Update: Banking stock inflation data comes in lower,Market Update: Tech stock upgrades outlook,Market Update: Banking stock consumer confidence spikes,Market Update: Retail stock tech sector leads rally,News: SEC releases meeting minutes,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Tech stock secures major contract,News: Fed sector rotation observed,Market Update: Energy stock fed signals rate cuts,News: Treasury trading volume light,Market Update: Retail stock tech sector leads rally,Market Update: Energy stock inflation data comes in lower,News: ECB releases meeting minutes
2017-07-26,1,News: Fed markets await data,Market Update: Banking stock upgrades outlook,Market Update: Energy stock secures major contract,Market Update: Energy stock beats earnings estimates,Market Update: Energy stock unemployment falls unexpectedly,News: Treasury sector rotation observed,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Tech stock tech sector leads rally,News: ECB to announce results,Market Update: Retail stock upgrades outlook,Market Update: Tech stock secures major contract,Market Update: Tech stock inflation data comes in lower,News: Treasury sector rotation observed,News: ECB keeps rates unchanged,Market Update: Energy stock inflation data comes in lower,Market Update: Banking stock fed signals rate cuts,Market Update: Energy stock tech sector leads rally,News: Treasury trading volume light,Market Update: Banking stock beats earnings estimates,News: SEC releases meeting minutes,News: Treasury releases meeting minutes,News: SEC sector rotation observed,News: Treasury to announce results,Market Update: Retail stock inflation data comes in lower,Market Update: Banking stock inflation data comes in lower
2017-07-27,1,News: SEC keeps rates unchanged,Market Update: Energy stock fed signals rate cuts,News: Treasury releases meeting minutes,Market Update: Energy stock tech sector leads rally,Market Update: Tech stock surges to record highs,Market Update: Banking stock fed signals rate cuts,News: ECB releases meeting minutes,Market Update: Retail stock tech sector leads rally,Market Update: Tech stock beats earnings estimates,Market Update: Energy stock consumer confidence spikes,News: Fed trading volume light,News: Fed to announce results,Market Update: Retail stock unemployment falls unexpectedly,News: SEC markets await data,Market Update: Tech stock upgrades outlook,News: SEC markets await data,Market Update: Retail stock beats earnings estimates,News: Treasury markets await data,News: ECB to announce results,Market Update: Energy stock beats earnings estimates,News: Treasury keeps rates unchanged,News: Treasury keeps rates unchanged,Market Update: Energy stock beats earnings estimates,News: ECB markets await data,Market Update: Retail stock fed signals rate cuts
2017-07-28,1,Market Update: Retail stock unemployment falls unexpectedly,News: Fed releases meeting minutes,Market Update: Banking stock beats earnings estimates,News: Fed releases meeting minutes,News: Fed trading volume light,Market Update: Tech stock beats earnings estimates,Market Update: Retail stock inflation data comes in lower,Market Update: Tech stock secures major contract,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Energy stock fed signals rate cuts,Market Update: Energy stock upgrades outlook,News: Treasury sector rotation observed,Market Update: Retail stock secures major contract,Market Update: Banking stock consumer confidence spikes,Market Update: Energy stock unemployment falls unexpectedly,Market Update: Banking stock beats earnings estimates,Market Update: Energy stock unemployment falls unexpectedly,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Energy stock tech sector leads rally,News: ECB sector rotation observed,Market Update: Retail stock secures major contract,Market Update: Banking stock tech sector leads rally,Market Update: Banking stock secures major contract,Market Update: Retail stock tech sector leads rally,News: Treasury releases meeting minutes
2017-07-29,0,News: Treasury trading volume light,News: SEC releases meeting minutes,News: Treasury sector rotation observed,News: Fed trading volume light,News: Fed to announce results,News: Treasury trading volume light,News: SEC trading volume light,News: Treasury to announce results,News: ECB releases meeting minutes,News: Fed sector rotation observed,News: ECB keeps rates unchanged,News: Fed to announce results,News: ECB keeps rates unchanged,News: SEC to announce results,News: ECB to announce results,News: SEC to announce results,News: Treasury keeps rates unchanged,News: ECB keeps rates unchanged,News: Treasury sector rotation observed,News: Fed to announce results,News: Treasury keeps rates unchanged,News: Fed markets await data,News: Treasury sector rotation observed,News: SEC trading volume light,News: Treasury releases meeting minutes
2017-07-30,1,News: SEC sector rotation observed,News: Treasury sector rotation observed,Market Update: Tech stock upgrades outlook,News: Treasury markets await data,Market Update: Tech stock unemployment falls unexpectedly,News: Fed sector rotation observed,Market Update: Tech stock secures major contract,Market Update: Energy stock beats earnings estimates,Market Update: Energy stock consumer confidence spikes,Market Update: Banking stock upgrades outlook,News: Treasury markets await data,Market Update: Energy stock surges to record highs,Market Update: Tech stock consumer confidence spikes,Market Update: Tech stock upgrades outlook,News: Fed sector rotation observed,Market Update: Banking stock inflation data comes in lower,News: Fed trading volume light,News: Fed to announce results,News: ECB markets await data,Market Update: Tech stock secures major contract,Market Update: Energy stock secures major contract,News: Fed trading volume light,Market Update: Banking stock upgrades outlook,Market Update: Retail stock secures major contract,News: Treasury trading volume light
2017-07-31,1,Market Update: Banking stock consumer confidence spikes,Market Update: Retail stock surges to record highs,Market Update: Banking stock surges to record highs,Market Update: Retail stock surges to record highs,News: Treasury releases meeting minutes,Market Update: Retail stock inflation data comes in lower,News: Fed sector rotation observed,News: Fed releases meeting minutes,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Energy stock secures major contract,Market Update: Energy stock beats earnings estimates,News: SEC trading volume light,Market Update: Retail stock upgrades outlook,Market Update: Retail stock beats earnings estimates,News: SEC keeps rates unchanged,Market Update: Tech stock inflation data comes in lower,News: ECB sector rotation observed,News: Fed trading volume light,News: Fed releases meeting minutes,News: Treasury trading volume light,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock fed signals rate cuts,Market Update: Tech stock tech sector leads rally,News: ECB keeps rates unchanged,Market Update: Banking stock fed signals rate cuts
2017-08-01,1,Market Update: Retail stock beats earnings estimates,Market Update: Banking stock surges to record highs,Market Update: Retail stock unemployment falls unexpectedly,News: SEC markets await data,News: Treasury releases meeting minutes,Market Update: Retail stock fed signals rate cuts,Market Update: Banking stock unemployment falls unexpectedly,News: ECB sector rotation observed,News: ECB to announce results,Market Update: Retail stock fed signals rate cuts,Market Update: Tech stock secures major contract,News: SEC keeps rates unchanged,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Tech stock beats earnings estimates,News: ECB markets await data,Market Update: Energy stock fed signals rate cuts,Market Update: Banking stock fed signals rate cuts,News: Treasury keeps rates unchanged,Market Update: Energy stock fed signals rate cuts,News: ECB to announce results,Market Update: Retail stock surges to record highs,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock surges to record highs,Market Update: Retail stock inflation data comes in lower,News: SEC keeps rates unchanged
2017-08-02,1,News: SEC to announce results,Market Update: Tech stock secures major contract,Market Update: Energy stock tech sector leads rally,Market Update: Tech stock secures major contract,Market Update: Retail stock tech sector leads rally,Market Update: Banking stock beats earnings estimates,News: Fed releases meeting minutes,News: SEC trading volume light,News: SEC markets await data,Market Update: Banking stock fed signals rate cuts,Market Update: Energy stock fed signals rate cuts,Market Update: Retail stock upgrades outlook,Market Update: Retail stock unemployment falls unexpectedly,News: SEC markets await data,News: Treasury releases meeting minutes,Market Update: Banking stock secures major contract,News: Fed trading volume light,Market Update: Retail stock fed signals rate cuts,Market Update: Banking stock upgrades outlook,Market Update: Tech stock secures major contract,Market Update: Retail stock upgrades outlook,News: Fed to announce results,News: SEC releases meeting minutes,Market Update: Retail stock fed signals rate cuts,Market Update: Tech stock secures major contract
2017-08-03,1,News: Treasury keeps rates unchanged,Breaking: Retail sector faces regulatory probe,Breaking: Banking sector jobless claims rise,Breaking: Tech sector misses revenue targets,News: ECB markets await data,Breaking: Energy sector misses revenue targets,News: ECB sector rotation observed,News: Treasury sector rotation observed,Breaking: Tech sector downgrades guidance,Breaking: Tech sector jobless claims rise,Breaking: Banking sector fed hawkish on rates,Breaking: Banking sector misses revenue targets,Breaking: Energy sector faces regulatory probe,News: SEC trading volume light,Breaking: Retail sector fed hawkish on rates,Breaking: Retail sector plunges on weak earnings,Breaking: Banking sector jobless claims rise,News: Fed markets await data,Breaking: Energy sector sell-off accelerates,News: Fed markets await data,News: Treasury keeps rates unchanged,Breaking: Tech sector sell-off accelerates,Breaking: Energy sector consumer spending slows,Breaking: Energy sector faces regulatory probe,News: Fed sector rotation observed
2017-08-04,1,Market Update: Tech stock surges to record highs,Market Update: Banking stock fed signals rate cuts,News: SEC markets await data,News: Treasury keeps rates unchanged,Market Update: Tech stock consumer confidence spikes,Market Update: Energy stock tech sector leads rally,News: Treasury to announce results,Market Update: Tech stock tech sector leads rally,News: SEC markets await data,News: SEC sector rotation observed,Market Update: Banking stock secures major contract,News: SEC markets await data,Market Update: Retail stock upgrades outlook,News: Fed releases meeting minutes,News: Treasury to announce results,Market Update: Retail stock fed signals rate cuts,News: Fed sector rotation observed,News: SEC sector rotation observed,Market Update: Retail stock surges to record highs,Market Update: Retail stock secures major contract,Market Update: Energy stock consumer confidence spikes,News: Fed keeps rates unchanged,Market Update: Energy stock fed signals rate cuts,Market Update: Energy stock secures major contract,Market Update: Energy stock secures major contract
2017-08-05,0,Market Update: Tech stock surges to record highs,Market Update: Retail stock consumer confidence spikes,Market Update: Energy stock fed signals rate cuts,Market Update: Retail stock secures major contract,Market Update: Energy stock fed signals rate cuts,Market Update: Energy stock secures major contract,News: Treasury trading volume light,News: Treasury keeps rates unchanged,Market Update: Retail stock consumer confidence spikes,Market Update: Retail stock secures major contract,News: Treasury sector rotation observed,News: ECB keeps rates unchanged,Market Update: Energy stock inflation data comes in lower,News: Treasury trading volume light,Market Update: Tech stock upgrades outlook,News: Fed markets await data,Market Update: Tech stock surges to record highs,News: SEC releases meeting minutes,Market Update: Retail stock fed signals rate cuts,Market Update: Banking stock beats earnings estimates,News: Fed trading volume light,Market Update: Energy stock upgrades outlook,Market Update: Banking stock fed signals rate cuts,Market Update: Energy stock tech sector leads rally,News: Fed releases meeting minutes
2017-08-06,1,Breaking: Banking sector sell-off accelerates,Breaking: Banking sector sell-off accelerates,Breaking: Banking sector fed hawkish on rates,Breaking: Energy sector plunges on weak earnings,Breaking: Energy sector faces regulatory probe,Breaking: Retail sector fed hawkish on rates,Breaking: Retail sector sell-off accelerates,Breaking: Banking sector fed hawkish on rates,Breaking: Energy sector misses revenue targets,Breaking: Tech sector sell-off accelerates,News: Fed to announce results,News: SEC releases meeting minutes,Breaking: Energy sector plunges on weak earnings,Breaking: Tech sector misses revenue targets,Breaking: Banking sector jobless claims rise,Breaking: Energy sector misses revenue targets,News: Treasury to announce results,Breaking: Banking sector inflation accelerates,Breaking: Banking sector misses revenue targets,Breaking: Energy sector consumer spending slows,Breaking: Retail sector jobless claims rise,Breaking: Banking sector plunges on weak earnings,Breaking: Energy sector downgrades guidance,Breaking: Banking sector misses revenue targets,Breaking: Energy sector fed hawkish on rates
2017-08-07,1,News: Treasury markets await data,Market Update: Energy stock consumer confidence spikes,Market Update: Tech stock secures major contract,News: Fed trading volume light,News: Treasury keeps rates unchanged,Market Update: Tech stock unemployment falls unexpectedly,News: SEC keeps rates unchanged,Market Update: Energy stock secures major contract,Market Update: Banking stock inflation data comes in lower,News: Fed markets await data,Market Update: Tech stock beats earnings estimates,Market Update: Tech stock secures major contract,News: Fed sector rotation observed,Market Update: Energy stock inflation data comes in lower,News: Treasury markets await data,Market Update: Energy stock fed signals rate cuts,News: SEC releases meeting minutes,Market Update: Retail stock tech sector leads rally,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Banking stock tech sector leads rally,News: ECB markets await data,Market Update: Banking stock upgrades outlook,Market Update: Energy stock inflation data comes in lower,News: Fed sector rotation observed,Market Update: Tech stock fed signals rate cuts
2017-08-08,0,News: ECB keeps rates unchanged,News: SEC trading volume light,Breaking: Banking sector downgrades guidance,Breaking: Energy sector downgrades guidance,Breaking: Banking sector plunges on weak earnings,News: ECB sector rotation observed,Breaking: Tech sector consumer spending slows,News: SEC trading volume light,Breaking: Energy sector sell-off accelerates,Breaking: Banking sector fed hawkish on rates,Breaking: Energy sector sell-off accelerates,Breaking: Banking sector faces regulatory probe,News: SEC sector rotation observed,Breaking: Banking sector fed hawkish on rates,News: ECB releases meeting minutes,News: ECB trading volume light,Breaking: Retail sector downgrades guidance,Breaking: Tech sector faces regulatory probe,Breaking: Energy sector inflation accelerates,Breaking: Energy sector misses revenue targets,Breaking: Tech sector downgrades guidance,News: ECB markets await data,Breaking: Banking sector misses revenue targets,News: ECB to announce results,News: ECB keeps rates unchanged
2017-08-09,1,News: SEC to announce results,Market Update: Energy stock unemployment falls unexpectedly,Market Update: Banking stock upgrades outlook,Market Update: Banking stock beats earnings estimates,News: SEC keeps rates unchanged,Market Update: Retail stock fed signals rate cuts,News: ECB keeps rates unchanged,News: ECB releases meeting minutes,Market Update: Energy stock consumer confidence spikes,Market Update: Retail stock beats earnings estimates,Market Update: Retail stock upgrades outlook,News: SEC keeps rates unchanged,News: Treasury sector rotation observed,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Banking stock upgrades outlook,Market Update: Tech stock tech sector leads rally,Market Update: Retail stock fed signals rate cuts,Market Update: Tech stock consumer confidence spikes,News: ECB markets await data,Market Update: Energy stock surges to record highs,News: Fed keeps rates unchanged,Market Update: Tech stock inflation data comes in lower,Market Update: Retail stock inflation data comes in lower,Market Update: Banking stock tech sector leads rally,Market Update: Energy stock consumer confidence spikes
2017-08-10,0,News: SEC to announce results,News: Treasury releases meeting minutes,News: Fed releases meeting minutes,News: SEC to announce results,News: Treasury keeps rates unchanged,News: ECB trading volume light,News: SEC releases meeting minutes,News: Treasury keeps rates unchanged,News: SEC sector rotation observed,News: SEC sector rotation observed,News: SEC releases meeting minutes,News: SEC sector rotation observed,News: SEC to announce results,News: ECB keeps rates unchanged,News: Treasury releases meeting minutes,News: ECB releases meeting minutes,News: Fed releases meeting minutes,News: SEC keeps rates unchanged,News: ECB keeps rates unchanged,News: SEC markets await data,News: Treasury sector rotation observed,News: Treasury to announce results,News: Fed sector rotation observed,News: Fed trading volume light,News: Treasury trading volume light
2017-08-11,0,Breaking: Tech sector faces regulatory probe,Breaking: Retail sector faces regulatory probe,Breaking: Energy sector plunges on weak earnings,News: SEC releases meeting minutes,Breaking: Banking sector consumer spending slows,Breaking: Energy sector jobless claims rise,News: ECB sector rotation observed,News: SEC sector rotation observed,Breaking: Retail sector sell-off accelerates,News: Treasury sector rotation observed,Breaking: Tech sector sell-off accelerates,Breaking: Tech sector sell-off accelerates,Breaking: Banking sector consumer spending slows,Breaking: Retail sector jobless claims rise,Breaking: Banking sector consumer spending slows,News: Treasury to announce results,Breaking: Retail sector plunges on weak earnings,Breaking: Energy sector consumer spending slows,Breaking: Retail sector inflation accelerates,Breaking: Tech sector downgrades guidance,News: Fed releases meeting minutes,Breaking: Banking sector fed hawkish on rates,Breaking: Tech sector jobless claims rise,News: Treasury keeps rates unchanged,Breaking: Tech sector plunges on weak earnings
2017-08-12,0,News: ECB releases meeting minutes,News: Fed trading volume light,News: Fed trading volume light,News: Fed sector rotation observed,News: ECB releases meeting minutes,News: SEC keeps rates unchanged,News: Fed markets await data,News: ECB trading volume light,News: ECB trading volume light,News: ECB to announce results,News: Treasury trading volume light,News: Treasury keeps rates unchanged,News: ECB sector rotation observed,News: ECB keeps rates unchanged,News: ECB markets await data,News: Fed markets await data,News: ECB trading volume light,News: SEC to announce results,News: ECB releases meeting minutes,News: ECB markets await data,News: Treasury keeps rates unchanged,News: ECB keeps rates unchanged,News: ECB sector rotation observed,News: Fed trading volume light,News: ECB markets await data
2017-08-13,0,News: Fed trading volume light,Market Update: Tech stock tech sector leads rally,Market Update: Tech stock unemployment falls unexpectedly,News: SEC to announce results,Market Update: Banking stock secures major contract,News: ECB to announce results,Market Update: Tech stock consumer confidence spikes,Market Update: Banking stock upgrades outlook,Market Update: Energy stock beats earnings estimates,Market Update: Energy stock tech sector leads rally,Market Update: Banking stock upgrades outlook,News: Treasury sector rotation observed,News: Fed markets await data,Market Update: Banking stock beats earnings estimates,Market Update: Tech stock fed signals rate cuts,Market Update: Banking stock surges to record highs,Market Update: Banking stock fed signals rate cuts,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Tech stock secures major contract,News: Treasury sector rotation observed,Market Update: Retail stock upgrades outlook,Market Update: Tech stock tech sector leads rally,News: Fed keeps rates unchanged,News: Treasury markets await data,Market Update: Tech stock fed signals rate cuts
2017-08-14,1,Market Update: Retail stock surges to record highs,News: Treasury releases meeting minutes,Market Update: Tech stock unemployment falls unexpectedly,News: ECB to announce results,News: Treasury keeps rates unchanged,Market Update: Energy stock beats earnings estimates,Market Update: Tech stock consumer confidence spikes,Market Update: Energy stock inflation data comes in lower,Market Update: Banking stock secures major contract,News: ECB keeps rates unchanged,Market Update: Tech stock fed signals rate cuts,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Banking stock upgrades outlook,Market Update: Banking stock fed signals rate cuts,News: Fed releases meeting minutes,Market Update: Tech stock surges to record highs,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Energy stock secures major contract,Market Update: Tech stock secures major contract,News: ECB markets await data,News: Fed trading volume light,Market Update: Retail stock secures major contract,News: Fed markets await data,News: Treasury keeps rates unchanged,Market Update: Tech stock tech sector leads rally
2017-08-15,0,News: ECB keeps rates unchanged,Breaking: Tech sector misses revenue targets,Breaking: Banking sector downgrades guidance,Breaking: Banking sector misses revenue targets,Breaking: Tech sector sell-off accelerates,News: Fed trading volume light,News: Fed trading volume light,Breaking: Tech sector consumer spending slows,Breaking: Retail sector downgrades guidance,Breaking: Banking sector consumer spending slows,News: Treasury keeps rates unchanged,Breaking: Tech sector downgrades guidance,Breaking: Retail sector downgrades guidance,News: Fed markets await data,News: SEC to announce results,Breaking: Tech sector misses revenue targets,Breaking: Energy sector jobless claims rise,Breaking: Tech sector fed hawkish on rates,News: SEC markets await data,Breaking: Energy sector jobless claims rise,Breaking: Banking sector downgrades guidance,Breaking: Tech sector downgrades guidance,Breaking: Tech sector sell-off accelerates,News: SEC to announce results,Breaking: Tech sector sell-off accelerates
2017-08-16,0,Breaking: Tech sector downgrades guidance,Breaking: Banking sector jobless claims rise,Breaking: Energy sector downgrades guidance,Breaking: Energy sector consumer spending slows,Breaking: Retail sector faces regulatory probe,News: ECB keeps rates unchanged,Breaking: Banking sector inflation accelerates,Breaking: Energy sector jobless claims rise,Breaking: Banking sector consumer spending slows,Breaking: Retail sector consumer spending slows,Breaking: Retail sector sell-off accelerates,Breaking: Banking sector faces regulatory probe,News: ECB sector rotation observed,News: SEC trading volume light,Breaking: Energy sector faces regulatory probe,Breaking: Retail sector faces regulatory probe,Breaking: Retail sector misses revenue targets,Breaking: Tech sector faces regulatory probe,News: ECB keeps rates unchanged,News: Fed markets await data,News: Fed markets await data,Breaking: Banking sector sell-off accelerates,Breaking: Energy sector fed hawkish on rates,Breaking: Energy sector consumer spending slows,Breaking: Tech sector sell-off accelerates
2017-08-17,0,Breaking: Retail sector consumer spending slows,Breaking: Energy sector fed hawkish on rates,News: Treasury markets await data,Breaking: Tech sector fed hawkish on rates,News: Fed keeps rates unchanged,Breaking: Energy sector plunges on weak earnings,News: Fed sector rotation observed,Breaking: Retail sector faces regulatory probe,News: ECB trading volume light,Breaking: Energy sector downgrades guidance,Breaking: Tech sector downgrades guidance,Breaking: Banking sector downgrades guidance,News: SEC keeps rates unchanged,Breaking: Tech sector downgrades guidance,News: ECB trading volume light,Breaking: Banking sector inflation accelerates,Breaking: Banking sector downgrades guidance,Breaking: Energy sector faces regulatory probe,Breaking: Tech sector plunges on weak earnings,Breaking: Energy sector fed hawkish on rates,Breaking: Banking sector consumer spending slows,Breaking: Energy sector plunges on weak earnings,Breaking: Banking sector jobless claims rise,Breaking: Retail sector downgrades guidance,Breaking: Retail sector inflation accelerates
2017-08-18,0,Breaking: Tech sector consumer spending slows,Breaking: Banking sector consumer spending slows,News: Fed trading volume light,News: Fed keeps rates unchanged,News: SEC sector rotation observed,News: SEC sector rotation observed,Breaking: Banking sector sell-off accelerates,Breaking: Tech sector consumer spending slows,News: ECB keeps rates unchanged,News: Fed markets await data,Breaking: Energy sector jobless claims rise,Breaking: Retail sector downgrades guidance,News: Fed releases meeting minutes,News: Treasury to announce results,Breaking: Energy sector consumer spending slows,Breaking: Banking sector misses revenue targets,Breaking: Banking sector inflation accelerates,News: Fed to announce results,News: Treasury keeps rates unchanged,News: ECB keeps rates unchanged,Breaking: Energy sector jobless claims rise,News: Treasury markets await data,Breaking: Retail sector jobless claims rise,News: Treasury keeps rates unchanged,Breaking: Banking sector jobless claims rise
2017-08-19,0,Breaking: Tech sector downgrades guidance,Breaking: Tech sector misses revenue targets,News: Fed sector rotation observed,News: ECB markets await data,News: SEC keeps rates unchanged,Breaking: Energy sector plunges on weak earnings,Breaking: Energy sector misses revenue targets,Breaking: Energy sector fed hawkish on rates,Breaking: Retail sector jobless claims rise,Breaking: Energy sector sell-off accelerates,Breaking: Retail sector misses revenue targets,News: Treasury trading volume light,Breaking: Retail sector jobless claims rise,News: Treasury markets await data,Breaking: Tech sector sell-off accelerates,Breaking: Retail sector faces regulatory probe,News: Fed releases meeting minutes,Breaking: Retail sector downgrades guidance,Breaking: Energy sector fed hawkish on rates,Breaking: Tech sector consumer spending slows,Breaking: Banking sector inflation accelerates,Breaking: Banking sector misses revenue targets,Breaking: Tech sector misses revenue targets,Breaking: Tech sector sell-off accelerates,News: ECB to announce results
2017-08-20,0,News: Treasury markets await data,Market Update: Retail stock upgrades outlook,Market Update: Energy stock secures major contract,Market Update: Retail stock fed signals rate cuts,Market Update: Banking stock surges to record highs,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock fed signals rate cuts,News: SEC sector rotation observed,Market Update: Banking stock fed signals rate cuts,Market Update: Energy stock upgrades outlook,Market Update: Banking stock surges to record highs,Market Update: Banking stock upgrades outlook,Market Update: Tech stock upgrades outlook,Market Update: Banking stock fed signals rate cuts,Market Update: Banking stock tech sector leads rally,Market Update: Energy stock consumer confidence spikes,Market Update: Banking stock surges to record highs,News: Fed to announce results,Market Update: Banking stock surges to record highs,News: Treasury to announce results,News: ECB markets await data,News: SEC markets await data,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Retail stock consumer confidence spikes,Market Update: Retail stock consumer confidence spikes
2017-08-21,1,Breaking: Retail sector plunges on weak earnings,Breaking: Energy sector faces regulatory probe,News: SEC sector rotation observed,News: ECB to announce results,News: ECB releases meeting minutes,Breaking: Tech sector fed hawkish on rates,News: Treasury trading volume light,Breaking: Energy sector inflation accelerates,Breaking: Tech sector consumer spending slows,Breaking: Retail sector inflation accelerates,Breaking: Energy sector consumer spending slows,News: ECB sector rotation observed,Breaking: Banking sector downgrades guidance,News: SEC sector rotation observed,Breaking: Energy sector inflation accelerates,Breaking: Energy sector inflation accelerates,Breaking: Tech sector fed hawkish on rates,Breaking: Banking sector misses revenue targets,Breaking: Banking sector inflation accelerates,Breaking: Retail sector consumer spending slows,Breaking: Tech sector inflation accelerates,Breaking: Retail sector inflation accelerates,News: Treasury trading volume light,Breaking: Tech sector plunges on weak earnings,Breaking: Banking sector faces regulatory probe
